Material at Origin,Land Use at Origin,Size,"Suppressed 
by",Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Suspected Ignition Cause,Equipment Facility Failure,Contact From Object,Contributing Factor,Suppressed by,"Voltage
(Volts)",Fire Size,Fire Suppressed by,Nominal Voltage
Structure,Rural,Less Than .25 Acres,,,Capacitor Bank,Overhead,No,Equipment/Facility Failure,Capacitor Bank,,Other,Fire Agency,12,,,
Structure,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,Conductor,Vegetation,Outside Force,Fire Agency,12,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Underground,Yes,Equipment/Facility Failure,Connector,,Unknown,Unknown,12,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,Conductor,Vehicle,Outside Force,Fire Agency,12,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Contact From Object,Conductor,Vehicle,Outside Force,Unknown,66,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Conductor,,Other,Unknown,16,,,
Vegetation,Rural,Less Than .25 Acres,,,Other,Overhead,No,Contact From Object,Splice/Clamp/Connector,Animal,Outside Force,Customer,66,,,
Vegetation,Rural,Less Than .25 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,Other,Fire Agency,12,,,
Vegetation,Urban,Less Than .25 Acres,,,Capacitor Bank,Overhead,Yes,Equipment/Facility Failure,Capacitor Bank,,Unknown,Unknown,16,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Weather,Fire Agency,16,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,Conductor,Vehicle,Outside Force,Fire Agency,12,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Underground,No,Equipment/Facility Failure,Transformer,,Weather,Fire Agency,16,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Underground,No,Equipment/Facility Failure,Transformer,,Unknown,Unknown,12,,,
Vegetation,Rural,Less Than .25 Acres,,,Other,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Unknown,12,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Unknown,,Unknown,Unknown,Unknown,12,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Contact From Object,Insulator,Animal,Outside Force,Fire Agency,220,,,
Vegetation,Rural,Less Than .25 Acres,,,Fuse,Overhead,Yes,Equipment/Facility Failure,Fuse,,Unknown,Customer,2.4,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Underground,Yes,Vandalism/Theft,Transformer,,Other,Fire Agency,12,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,Conductor,Vegetation,Outside Force,Fire Agency,16,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,Conductor,Animal,Outside Force,Self Extinguished,220,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Human Error,Fire Agency,16,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,Conductor,Vehicle,Outside Force,Unknown,12,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Padmount,Yes,Equipment/Facility Failure,Transformer,,Other,Utility ,12,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Connector,,Unknown,Unknown,16,,,
Structure,Rural,Less Than .25 Acres,,,Other,Underground,Yes,Unknown,Secondary Riser,,Unknown,Unknown,12,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Overhead,No,Equipment/Facility Failure,Transformer,,Weather,Fire Agency,16,,,
Building,Urban,Less Than .25 Acres,,,Other,Overhead,No,Equipment/Facility Failure,Insulator,,Weather,Unknown,12,,,
Structure,Urban,Less Than .25 Acres,,,Transformer,Padmount,Yes,Equipment/Facility Failure,Transformer,,Unknown,Unknown,12,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,Pole,Vegetation,Weather,Fire Agency,16,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Underground,Yes,Equipment/Facility Failure,Conductor,,Unknown,Unknown,16,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,Conductor,Vegetation,Weather,Fire Agency,12,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,Fire Agency,12,,,
Structure,Rural,Less Than .25 Acres,,,Conductor,Underground,No,Vandalism/Theft,Conductor,,Outside Force,Fire Agency,12,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Padmount,Yes,Contact From Object,Transformer,Vehicle,Outside Force,Unknown,12,,,
Building,Urban,Structure Only,Fire Agency,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Building,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Other,,,,,,,,
Vegetation,Hardwood Forest,Less Than .25 Acres,Fire Agency,750,Service Drop,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Agriculture,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Wire-Wire Contact,,,Weather,,,,,
Building,Urban,Structure Only,Fire Agency,750,Unknown,Overhead,No,Unknown,,,,,,,,
Vegetation,Agriculture,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Vandalism/Theft,,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Water,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Herbaceous,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,750,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Vegetation,Hardwood Woodland,Less than three {3} meters of linear travel,Fire Agency,750,Conductor - Insulated Secondary,Overhead,Yes,Equipment/Facility Failure,Conductor - Insulated Secondary,,,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Weather,,,,,
Building,Agriculture,Less Than .25 Acres,Fire Agency,12000,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Other,Urban,Less than three {3} meters of linear travel,Fire Agency,750,Crossarm,Overhead,Yes,Equipment/Facility Failure,Crossarm,,,,,,,
Vegetation,Shrub,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Other,,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Pole,Overhead,Yes,Equipment/Facility Failure,Pole,,,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Conifer Forest,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Weather,,,,,
Other,Urban,Less Than .25 Acres,Customer,750,Conductor - Secondary,Overhead,Yes,Other,,,,,,,,
Vegetation,Hardwood Woodland,.26 - 9.99 Acres,Fire Agency,12000,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Herbaceous,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agriculture,Less than three {3} meters of linear travel,Self Extinguished,12000,Pole,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Other,Urban,Less than three {3} meters of linear travel,Fire Agency,12000,Transformer,Subsurface,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Other,Urban,Less Than .25 Acres,Fire Agency,750,Service Drop,Overhead,No,Contact From Object,,Other,Weather,,,,,
Vegetation,Hardwood Forest,.26 - 9.99 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Other,,,,,,,,
Other,Urban,Less than three {3} meters of linear travel,Fire Agency,750,Conductor - Insulated Secondary,Subsurface,Yes,Equipment/Facility Failure,Conductor - Insulated Secondary,,,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Building,Urban,Structure Only,Fire Agency,750,Service Drop,Overhead,Yes,Contact From Object,,Other,Other,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,21000,Grounding Wire,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Building,Hardwood Woodland,Less Than .25 Acres,Customer,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Other,Wetland,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Splice/Clamp/Connector,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Hardwood Forest,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Human Error,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Switch,Overhead,Yes,Equipment/Facility Failure,Switch,,,,,,,
Other,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Fault Tamer,Overhead,Yes,Equipment/Facility Failure,Fault Tamer,,,,,,,
Other,Conifer Forest,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Other,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Pole,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,17000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Human Error,,,,,
Other,Urban,Less Than .25 Acres,Fire Agency,12000,Pothead,Overhead,Yes,Equipment/Facility Failure,Pothead,,,,,,,
Other,Urban,.26 - 9.99 Acres,Fire Agency,12000,Pole,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Barren/Other,Less Than .25 Acres,Fire Agency,115000,Conductor - Transmission,Overhead,No,Contact From Object,,Animal,Outside Force,,,,,
Other,Urban,Less than three {3} meters of linear travel,Customer,4160,Connector,Overhead,Yes,Equipment/Facility Failure,Connector,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Herbaceous,10 - 99 Acres,Fire Agency,12000,Insulator,Overhead,Yes,Equipment/Facility Failure,Insulator,,,,,,,
Other,Agriculture,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Other,Agriculture,Less Than .25 Acres,Utility,12000,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Other,Herbaceous,Less than three {3} meters of linear travel,Self Extinguished,12000,Transformer,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Other,Urban,Less Than .25 Acres,Fire Agency,12000,Transformer Bushing,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Other,Herbaceous,.26 - 9.99 Acres,Fire Agency,21000,Jumper,Overhead,No,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Customer,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Other,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Transformer,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Wire-Wire Contact,,,Weather,,,,,
Vegetation,Herbaceous,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Agriculture,.26 - 9.99 Acres,Fire Agency,17000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Hardwood Woodland,Less Than .25 Acres,Fire Agency,240,Compression Connector,Overhead,Yes,Equipment/Facility Failure,Compression Connector,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Unknown,12000,Transformer Bushing,Overhead,Yes,Equipment/Facility Failure,Transformer Bushing,,,,,,,
Vegetation,Herbaceous,10 - 99 Acres,Fire Agency,115000,Guy/Span Wire,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Herbaceous,.26 - 9.99 Acres,Fire Agency,17000,Fuse,Overhead,Yes,Equipment/Facility Failure,Fuse,,,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Herbaceous,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Other,Herbaceous,.26 - 9.99 Acres,Unknown,70000,Insulator,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Unknown,70000,Conductor - Transmission,Overhead,No,Equipment/Facility Failure,Conductor - Transmission,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,240,Service Drop,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Herbaceous,10 - 99 Acres,Fire Agency,115000,Insulator,Overhead,No,Contact From Object,,Other,Other,,,,,
Other,Urban,Less Than .25 Acres,Fire Agency,21000,Unknown,Overhead,No,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Desert Shrub,10 - 99 Acres,Fire Agency,12000,Insulator,Overhead,Yes,Equipment/Facility Failure,Insulator,,,,,,,
Other,Shrub,Less Than .25 Acres,Utility,21000,Pole,Overhead,Yes,Other,,,,,,,,
Vegetation,Agriculture,.26 - 9.99 Acres,Fire Agency,21000,Lightning Arrestor,Overhead,Yes,Contamination,,,,,,,,
Vegetation,Herbaceous,.26 - 9.99 Acres,Fire Agency,60000,Conductor - Transmission,Overhead,Yes,Equipment/Facility Failure,Conductor - Transmission,,,,,,,
Other,Urban,.26 - 9.99 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agriculture,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Human Error,,,,,
Vegetation,Desert Shrub,Less Than .25 Acres,Utility,12000,Automatic Wire Splice,Overhead,Yes,Equipment/Facility Failure,Automatic Wire Splice,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,750,Conductor - Primary,Overhead,No,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Switch,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Switch,Overhead,Yes,Equipment/Facility Failure,Switch,,,,,,,
Vegetation,Hardwood Woodland,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Switch,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Utility,12000,Conductor - Primary,Overhead,Yes,Other,,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Other,,,,,
Vegetation,Herbaceous,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Hardwood Woodland,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Vegetation,Agriculture,Less than three {3} meters of linear travel,Fire Agency,12000,Pole,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Herbaceous,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,750,Conductor - Open Wire Secondary,Overhead,Yes,Equipment/Facility Failure,Conductor - Open Wire Secondary,,,,,,,
Vegetation,Desert Shrub,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Automatic Wire Splice,Overhead,Yes,Equipment/Facility Failure,Automatic Wire Splice,,,,,,,
Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,750,Conductor - Racked Secondary,Overhead,Yes,Contact From Object,,Other,Weather,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Other,,,,,
Other,Agriculture,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Other,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Capacitor Bank,Overhead,Yes,Equipment/Facility Failure,Capacitor Bank,,,,,,,
Vegetation,Herbaceous,Less than three {3} meters of linear travel,Unknown,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Other,Agriculture,.26 - 9.99 Acres,Utility,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Other,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Switch,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Transformer,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Herbaceous,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Other,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,12000,Lightning Arrestor,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Hardwood Forest,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Human Error,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Other,,,,,
