Material at Origin,Land Use at Origin,Size,"Suppressed 
by",Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Suspected Ignition Cause,Equipment Facility Failure,Contact From Object,Contributing Factor,Suppressed by,"Voltage
(Volts)",Fire Size,Fire Suppressed by,Nominal Voltage
Other,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Unknown,,,Unknown,Unknown,12kv,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Unknown,33kV,,,
Other,Urban,Less Than .25 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Other,Overhead,No,Equipment/Facility Failure,Insulator,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Human Error,Fire Agency,16kV,,,
Other,Urban,Less Than .25 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Unknown,16kV,,,
Other,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Lightning Arrestor,Overhead,Yes,Equipment/Facility Failure,Lightning Arrestor,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Other,,,Weather,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Self Extinguished,12kV,,,
Vegetation,Rural,10 - 99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,220kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,,Fire Agency,16kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,4kv,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Other,Overhead,Yes,Vandalism/Theft,,,Outside Force,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Subsurface,Yes,Other,,,Human Error,Self Extinguished,120 V,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Fuse,Overhead,No,Contact From Object,,Vehicle,,Unknown,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,33kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Pole,,Unknown,Utility,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Other,Subsurface,Yes,Unknown,,,Unknown,Fire Agency,16kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,12kv,,,
Vegetation,Rural,100 - 299 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kv,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Overhead,No,Equipment/Facility Failure,Other,,Unknown,Self Extinguished,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12kv,,,
Vegetation,Urban,10 - 99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12kv,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,12kv,,,
Vegetation,Urban,Less Than .25 Acres,,,Lightning Arrestor,Overhead,No,Equipment/Facility Failure,Lightning Arrestor,,Weather,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Unknown,115kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Weather,Self Extinguished,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Weather,Self Extinguished,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Subsurface,No,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16kV,,,
Other,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Subsurface,Yes,Vandalism/Theft,,,Outside Force,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Other,Overhead,No,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,,Fire Agency,66kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,16kV,,,
Other,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Unknown,,,,Fire Agency,12kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Unknown,12kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,,Fire Agency,33kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Other,Overhead,Yes,Contact From Object,,Animal,,Fire Agency,16kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,33kV,,,
Vegetation,Rural,10 - 99 Acres,,,Other,Overhead,No,Unknown,,,Unknown,Fire Agency,500kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Other,Overhead,Yes,Contact From Object,,Animal,,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Other,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12kV,,,
Building,Urban,Less Than .25 Acres,,,Capacitor Bank,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,,Fire Agency,66kV,,,
Other,Rural,Less Than .25 Acres,,,Other,Overhead,No,Unknown,,,Unknown,Fire Agency,4kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Customer,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,12kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Human Error,Fire Agency,16kV,,,
Other,Rural,Less Than .25 Acres,,,Transformer,Overhead,Yes,Unknown,,,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vehicle,,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,12kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,12kV,,,
Other,Rural,Less Than .25 Acres,,,Other,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Vandalism/Theft,,,Outside Force,Fire Agency,16kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Weather,Fire Agency,12kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Other,Overhead,No,Other,,,Unknown,Fire Agency,12kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Fuse,,Unknown,Unknown,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,,Fire Agency,16kV,,,
Other,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12 kV,,,
Other,Rural,.26 - 9.99 Acres,,,Fuse,Overhead,No,Contact From Object,,Vegetation,Unknown,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Switch,Overhead,No,Vandalism/Theft,,,Outside Force,Unknown,66kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,4kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Other,Overhead,Yes,Other,,,Weather,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,16kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Crossarm,,Weather,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,33kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,10 - 99 Acres,,,Other,Overhead,Yes,Unknown,,,,Fire Agency,16kV,,,
Vegetation,Rural,Greater than 5000 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Weather,Fire Agency,12kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Utility,33 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Subsurface,Yes,Equipment/Facility Failure,Other,,Unknown,Unknown,12 kV,,,
Building,Urban,Structure Only,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vegetation,Unknown,Fire Agency,66 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Other,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Unknown,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Animal,Unknown,Self Extinguished,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Other,Urban,Structure Only,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Other,,Unknown,Self Extinguished,16 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,4 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Fuse,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Customer,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vehicle,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,,,Unknown,Fire Agency,16 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Contact From Object,,Animal,Unknown,Fire Agency,66 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vegetation,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,10 - 99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Greater than 5000 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16 kV,,,
Other,Rural,Structure Only,,,Conductor,Overhead,No,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Subsurface,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Wire-Wire Contact,,,Unknown,Customer,12 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,4 kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vegetation,Unknown,Fire Agency,4 kV,,,
Vegetation,Rural,300 - 999 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Fire Agency,66 kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,300 - 999 Acres,,,Conductor,Overhead,No,Other,,,Unknown,Fire Agency,66 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Crossarm,,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,Conductor,Vegetation,Unknown,Fire Agency,12 kV,,,
Other,Urban,Less Than .25 Acres,,,Capacitor Bank,Padmounted,Yes,Equipment/Facility Failure,Capacitor Bank,,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Utility,12 kV,,,
Other,Urban,Structure Only,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Structure Only,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Pole,,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Unknown,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,16 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,300 - 999 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,66 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Crossarm,,Unknown,Fire Agency,120/240 V,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Subsurface,Yes,Equipment/Facility Failure,Conductor,,Unknown,Unknown,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Insulator,,Unknown,Fire Agency,33 kV,,,
Vegetation,Rural,10 - 99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Contact From Object,,Other,Unknown,Fire Agency,66 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Unknown,12 kV,,,
Vegetation,Rural,10 - 99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Insulator,,Unknown,Fire Agency,12 kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Customer,4kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,66 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Weather,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,66 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Self Extinguished,16 kV,,,
Vegetation,Urban,10 - 99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,4kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact Between Third Party Facility on Pole and Supply Lines,,,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Animal,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vegetation,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Other,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Other,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16 kV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Pole,,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,120/240 V,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Crossarm,,Unknown,Unknown,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Unknown,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Balloons,Unknown,Utility,66kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Self Extinguished,16kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Structure Only,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16kV,,,
